param_foc1,param_val1,param_foc2,param_val2,variable2,nutrient,first,last,growth
q_nc,1e-6,q_pc,1e-6,RPV_conc,low,500000,570699.7897749669,0.3538720504036817
q_nc,1e-6,q_pc,1e-6,RPV_conc,+N,500000,567533.7002561311,0.33898679068284554
q_nc,1e-6,q_pc,1e-6,RPV_conc,+P,500000,570827.0368850599,0.3544685707669956
q_nc,1e-6,q_pc,1e-6,RPV_conc,+N+P,500000,566606.6142188906,0.3346124075841197
q_nc,1e-6,q_pc,1e-6,PAV_conc,low,0,0,NA
q_nc,1e-6,q_pc,1e-6,PAV_conc,+N,0,0,NA
q_nc,1e-6,q_pc,1e-6,PAV_conc,+P,0,0,NA
q_nc,1e-6,q_pc,1e-6,PAV_conc,+N+P,0,0,NA
q_nc,5e-6,q_pc,1e-6,RPV_conc,low,500000,570699.7892009617,0.353872047712509
q_nc,5e-6,q_pc,1e-6,RPV_conc,+N,500000,567533.6997255686,0.3389867881814732
q_nc,5e-6,q_pc,1e-6,RPV_conc,+P,500000,570756.9451242894,0.35414000480505103
q_nc,5e-6,q_pc,1e-6,RPV_conc,+N+P,500000,566606.6137001229,0.3346124051343528
q_nc,5e-6,q_pc,1e-6,PAV_conc,low,0,0,NA
q_nc,5e-6,q_pc,1e-6,PAV_conc,+N,0,0,NA
q_nc,5e-6,q_pc,1e-6,PAV_conc,+P,0,0,NA
q_nc,5e-6,q_pc,1e-6,PAV_conc,+N+P,0,0,NA
q_nc,1e-5,q_pc,1e-6,RPV_conc,low,500000,570625.987094913,0.35352601066621675
q_nc,1e-5,q_pc,1e-6,RPV_conc,+N,500000,567533.6988311631,0.33898678396473825
q_nc,1e-5,q_pc,1e-6,RPV_conc,+P,500000,570625.987094913,0.35352601066621675
q_nc,1e-5,q_pc,1e-6,RPV_conc,+N+P,500000,566576.9051896625,0.3344721095202842
q_nc,1e-5,q_pc,1e-6,PAV_conc,low,0,0,NA
q_nc,1e-5,q_pc,1e-6,PAV_conc,+N,0,0,NA
q_nc,1e-5,q_pc,1e-6,PAV_conc,+P,0,0,NA
q_nc,1e-5,q_pc,1e-6,PAV_conc,+N+P,0,0,NA
q_nc,2.5e-5,q_pc,1e-6,RPV_conc,low,500000,570233.2931582277,0.35168402774324353
q_nc,2.5e-5,q_pc,1e-6,RPV_conc,+N,500000,567500.2095164191,0.338828891686415
q_nc,2.5e-5,q_pc,1e-6,RPV_conc,+P,500000,570233.2931582277,0.35168402774324353
q_nc,2.5e-5,q_pc,1e-6,RPV_conc,+N+P,500000,566430.3376569237,0.3337798506016289
q_nc,2.5e-5,q_pc,1e-6,PAV_conc,low,0,0,NA
q_nc,2.5e-5,q_pc,1e-6,PAV_conc,+N,0,0,NA
q_nc,2.5e-5,q_pc,1e-6,PAV_conc,+P,0,0,NA
q_nc,2.5e-5,q_pc,1e-6,PAV_conc,+N+P,0,0,NA
q_nc,5e-5,q_pc,1e-6,RPV_conc,low,500000,569579.4033822296,0.3486140546407178
q_nc,5e-5,q_pc,1e-6,RPV_conc,+N,500000,567259.9644420807,0.33769593350553334
q_nc,5e-5,q_pc,1e-6,RPV_conc,+P,500000,569579.4033822296,0.3486140546407178
q_nc,5e-5,q_pc,1e-6,RPV_conc,+N+P,500000,566186.1422639098,0.33262608373542735
